CVEs

<html xmlns:v="urn:schemas-microsoft-com:vml"
xmlns:o="urn:schemas-microsoft-com:office:office"
xmlns:x="urn:schemas-microsoft-com:office:excel"
xmlns="http://www.w3.org/TR/REC-html40">

<head>


</head>

<body link="#0563C1" vlink="#954F72">



Resource | Installed Version | Vulnerability Name | NVD CVSS v3 Score | Fix Version | Resource Path
jackson-databind | 2.13.4 | CVE-2022-42003 | 7.5 | 2.13.4.1 | /trino-server-403/plugin/sqlserver/jackson-databind-2.13.4.jar
jackson-databind | 2.13.4 | CVE-2022-42003 | 7.5 | 2.13.4.1 | /trino-server-403/plugin/example-http/jackson-databind-2.13.4.jar
jackson-databind | 2.13.4 | CVE-2022-42003 | 7.5 | 2.13.4.1 | /trino-server-403/plugin/tpch/jackson-databind-2.13.4.jar
protobuf-java | 3.15.6 | CVE-2022-3171 | 7.5 | 3.16.3 | /trino-server-403/plugin/kudu/kudu-client-1.15.0.jar
snakeyaml | 1.3 | CVE-2022-25857 | 7.5 | 1.31 | /trino-server-403/plugin/hive/calcite-core-1.21.0.152-shaded.jar
snakeyaml | 1.3 | CVE-2022-25857 | 7.5 | 1.31 | /trino-server-403/plugin/hudi/calcite-core-1.21.0.152-shaded.jar
snakeyaml | 1.3 | CVE-2022-25857 | 7.5 | 1.31 | /trino-server-403/plugin/delta-lake/calcite-core-1.21.0.152-shaded.jar
jetty-http | 9.3.24.v20180605 | CVE-2018-12545 | 7.5 | 9.4.12.v20180830 | /trino-server-403/plugin/phoenix5/trino-phoenix5-patched-403.jar
protobuf-java | 3.21.6 | CVE-2022-3171 | 7.5 | 3.21.7 | /trino-server-403/plugin/bigquery/protobuf-java-3.21.6.jar
netty-codec | 4.1.50.Final | CVE-2021-37137 | 7.5 | 4.1.68.Final | /trino-server-403/plugin/pinot/netty-codec-4.1.50.Final.jar
netty-codec | 4.1.50.Final | CVE-2021-37136 | 7.5 | 4.1.68.Final | /trino-server-403/plugin/pinot/netty-codec-4.1.50.Final.jar
protobuf-java | 3.17.1 | CVE-2022-3171 | 7.5 | 3.19.6 | /trino-server-403/plugin/druid/protobuf-java-3.17.1.jar
commons-compress | 1.18 | CVE-2021-35516 | 7.5 | 1.21 | /trino-server-403/plugin/phoenix5/trino-phoenix5-patched-403.jar
commons-compress | 1.18 | CVE-2021-35515 | 7.5 | 1.21 | /trino-server-403/plugin/phoenix5/trino-phoenix5-patched-403.jar
commons-compress | 1.18 | CVE-2019-12402 | 7.5 | 1.19 | /trino-server-403/plugin/phoenix5/trino-phoenix5-patched-403.jar
jetty-io | 9.3.24.v20180605 | CVE-2021-28165 | 7.5 | 9.4.39 | /trino-server-403/plugin/phoenix5/trino-phoenix5-patched-403.jar
protobuf-java | 2.5.0 | CVE-2022-3171 | 7.5 | 3.16.3 | /trino-server-403/plugin/iceberg/orc-core-1.7.5-nohive.jar
ivy | 2.4.0 | CVE-2022-37866 | 7.5 | 2.5.1 | /trino-server-403/plugin/hive/ivy-2.4.0.jar
ivy | 2.4.0 | CVE-2022-37866 | 7.5 | 2.5.1 | /trino-server-403/plugin/delta-lake/ivy-2.4.0.jar
ivy | 2.4.0 | CVE-2022-37866 | 7.5 | 2.5.1 | /trino-server-403/plugin/iceberg/ivy-2.4.0.jar
ivy | 2.4.0 | CVE-2022-37866 | 7.5 | 2.5.1 | /trino-server-403/plugin/hudi/ivy-2.4.0.jar
protobuf-java | 3.19.2 | CVE-2022-3171 | 7.5 | 3.19.6 | /trino-server-403/plugin/delta-lake/alluxio-shaded-client-2.8.1.jar
protobuf-java | 3.19.2 | CVE-2022-3171 | 7.5 | 3.19.6 | /trino-server-403/plugin/delta-lake/gcs-connector-hadoop2-2.2.8-shaded.jar
protobuf-java | 3.19.2 | CVE-2022-3171 | 7.5 | 3.19.6 | /trino-server-403/plugin/iceberg/alluxio-shaded-client-2.8.1.jar
protobuf-java | 3.19.2 | CVE-2022-3171 | 7.5 | 3.19.6 | /trino-server-403/plugin/hudi/gcs-connector-hadoop2-2.2.8-shaded.jar
netty-codec | 4.1.48.Final | CVE-2021-37137 | 7.5 | 4.1.68.Final | /trino-server-403/plugin/kafka/netty-codec-4.1.48.Final.jar
netty-codec | 4.1.48.Final | CVE-2021-37136 | 7.5 | 4.1.68.Final | /trino-server-403/plugin/kafka/netty-codec-4.1.48.Final.jar
netty-codec | 4.1.48.Final | CVE-2021-37137 | 7.5 | 4.1.68.Final | /trino-server-403/plugin/accumulo/netty-codec-4.1.48.Final.jar
netty-codec | 4.1.48.Final | CVE-2021-37136 | 7.5 | 4.1.68.Final | /trino-server-403/plugin/accumulo/netty-codec-4.1.48.Final.jar
jackson-databind | 2.4.0 | CVE-2022-42003 | 7.5 | 2.12.7.1 | /trino-server-403/plugin/phoenix5/trino-phoenix5-patched-403.jar
jackson-databind | 2.4.0 | CVE-2019-14439 | 7.5 | 2.7.9.6 | /trino-server-403/plugin/phoenix5/trino-phoenix5-patched-403.jar
jackson-databind | 2.4.0 | CVE-2019-12086 | 7.5 | 2.7.9.6 | /trino-server-403/plugin/phoenix5/trino-phoenix5-patched-403.jar
jackson-databind | 2.4.0 | CVE-2018-12023 | 7.5 | 2.7.9.4 | /trino-server-403/plugin/phoenix5/trino-phoenix5-patched-403.jar
jackson-databind | 2.4.0 | CVE-2022-42004 | 7.5 | 2.12.7.1 | /trino-server-403/plugin/phoenix5/trino-phoenix5-patched-403.jar
jackson-databind | 2.4.0 | CVE-2020-36518 | 7.5 | 2.12.6.1 | /trino-server-403/plugin/phoenix5/trino-phoenix5-patched-403.jar
jackson-databind | 2.4.0 | CVE-2018-12022 | 7.5 | 2.7.9.4 | /trino-server-403/plugin/phoenix5/trino-phoenix5-patched-403.jar
commons-beanutils | 1.9.3 | CVE-2019-10086 | 7.3 | 1.9.4 | /trino-server-403/plugin/phoenix5/trino-phoenix5-patched-403.jar
google-oauth-client | 1.31.0 | CVE-2021-22573 | 7.3 | 1.33.3 | /trino-server-403/plugin/google-sheets/google-oauth-client-1.31.0.jar
jetty-webapp | 9.3.24.v20180605 | CVE-2020-27216 | 7 | 9.4.33.v20201020 | /trino-server-403/plugin/phoenix5/trino-phoenix5-patched-403.jar
snakeyaml | 1.11 | CVE-2022-41854 | 6.5 |   | /trino-server-403/plugin/phoenix5/trino-phoenix5-patched-403.jar
snakeyaml | 1.11 | CVE-2022-38752 | 6.5 | 1.32 | /trino-server-403/plugin/phoenix5/trino-phoenix5-patched-403.jar
snakeyaml | 1.11 | CVE-2022-38751 | 6.5 | 1.31 | /trino-server-403/plugin/phoenix5/trino-phoenix5-patched-403.jar
snakeyaml | 1.11 | CVE-2022-38749 | 6.5 | 1.31 | /trino-server-403/plugin/phoenix5/trino-phoenix5-patched-403.jar
snakeyaml | 1.31 | CVE-2022-41854 | 6.5 |   | /trino-server-403/plugin/pinot/snakeyaml-1.31.jar
snakeyaml | 1.31 | CVE-2022-38752 | 6.5 | 1.32 | /trino-server-403/plugin/pinot/snakeyaml-1.31.jar
snakeyaml | 1.31 | CVE-2022-41854 | 6.5 |   | /trino-server-403/plugin/elasticsearch/snakeyaml-1.31.jar
snakeyaml | 1.31 | CVE-2022-38752 | 6.5 | 1.32 | /trino-server-403/plugin/elasticsearch/snakeyaml-1.31.jar
snakeyaml | 1.3 | CVE-2022-41854 | 6.5 |   | /trino-server-403/plugin/hive/calcite-core-1.21.0.152-shaded.jar
snakeyaml | 1.3 | CVE-2022-38751 | 6.5 | 1.31 | /trino-server-403/plugin/hive/calcite-core-1.21.0.152-shaded.jar
snakeyaml | 1.3 | CVE-2022-38749 | 6.5 | 1.31 | /trino-server-403/plugin/hive/calcite-core-1.21.0.152-shaded.jar
snakeyaml | 1.3 | CVE-2022-38752 | 6.5 | 1.32 | /trino-server-403/plugin/hive/calcite-core-1.21.0.152-shaded.jar
snakeyaml | 1.3 | CVE-2022-41854 | 6.5 |   | /trino-server-403/plugin/hudi/calcite-core-1.21.0.152-shaded.jar
snakeyaml | 1.3 | CVE-2022-38751 | 6.5 | 1.31 | /trino-server-403/plugin/hudi/calcite-core-1.21.0.152-shaded.jar
snakeyaml | 1.3 | CVE-2022-38749 | 6.5 | 1.31 | /trino-server-403/plugin/hudi/calcite-core-1.21.0.152-shaded.jar
snakeyaml | 1.3 | CVE-2022-38752 | 6.5 | 1.32 | /trino-server-403/plugin/hudi/calcite-core-1.21.0.152-shaded.jar
snakeyaml | 1.3 | CVE-2022-41854 | 6.5 |   | /trino-server-403/plugin/delta-lake/calcite-core-1.21.0.152-shaded.jar
snakeyaml | 1.3 | CVE-2022-38751 | 6.5 | 1.31 | /trino-server-403/plugin/delta-lake/calcite-core-1.21.0.152-shaded.jar
snakeyaml | 1.3 | CVE-2022-38749 | 6.5 | 1.31 | /trino-server-403/plugin/delta-lake/calcite-core-1.21.0.152-shaded.jar
snakeyaml | 1.3 | CVE-2022-38752 | 6.5 | 1.32 | /trino-server-403/plugin/delta-lake/calcite-core-1.21.0.152-shaded.jar
jetty-util | 9.3.24.v20180605 | CVE-2019-10241 | 6.1 | 9.3.26.v20190403 | /trino-server-403/plugin/phoenix5/trino-phoenix5-patched-403.jar
jetty-server | 9.3.24.v20180605 | CVE-2019-10241 | 6.1 | 9.3.26.v20190403 | /trino-server-403/plugin/phoenix5/trino-phoenix5-patched-403.jar
zookeeper | 3.5.9 | CVE-2021-21295 | 5.9 |   | /trino-server-403/plugin/pinot/zookeeper-3.5.9.jar
guava | 19 | CVE-2018-10237 | 5.9 | 24.1.1 | /trino-server-403/plugin/hudi/calcite-core-1.21.0.152-shaded.jar
guava | 19 | CVE-2018-10237 | 5.9 | 24.1.1 | /trino-server-403/plugin/hive/calcite-core-1.21.0.152-shaded.jar
guava | 19 | CVE-2018-10237 | 5.9 | 24.1.1 | /trino-server-403/plugin/delta-lake/calcite-core-1.21.0.152-shaded.jar
jackson-databind | 2.4.0 | CVE-2019-12814 | 5.9 | 2.7.9.6 | /trino-server-403/plugin/phoenix5/trino-phoenix5-patched-403.jar
jackson-databind | 2.4.0 | CVE-2019-12384 | 5.9 | 2.7.9.6 | /trino-server-403/plugin/phoenix5/trino-phoenix5-patched-403.jar
protobuf-java | 3.11.4 | CVE-2021-22569 | 5.5 | 3.16.1 | /trino-server-403/plugin/resource-group-managers/protobuf-java-3.11.4.jar
protobuf-java | 3.11.4 | CVE-2021-22569 | 5.5 | 3.16.1 | /trino-server-403/plugin/mysql/protobuf-java-3.11.4.jar
protobuf-java | 3.11.4 | CVE-2021-22569 | 5.5 | 3.16.1 | /trino-server-403/plugin/session-property-managers/protobuf-java-3.11.4.jar
protobuf-java | 3.11.4 | CVE-2021-22569 | 5.5 | 3.16.1 | /trino-server-403/plugin/raptor-legacy/protobuf-java-3.11.4.jar
netty-handler | 4.1.48.Final | CVE-2021-21290 | 5.5 | 4.1.59.Final | /trino-server-403/plugin/accumulo/netty-handler-4.1.48.Final.jar
netty-handler | 4.1.48.Final | CVE-2021-21290 | 5.5 | 4.1.59.Final | /trino-server-403/plugin/kafka/netty-handler-4.1.48.Final.jar
snakeyaml | 1.11 | CVE-2022-38750 | 5.5 | 1.31 | /trino-server-403/plugin/phoenix5/trino-phoenix5-patched-403.jar
postgresql | 42.5.0 | CVE-2022-41946 | 5.5 | 42.5.1 | /trino-server-403/plugin/postgresql/postgresql-42.5.0.jar
postgresql | 42.5.0 | CVE-2022-41946 | 5.5 | 42.5.1 | /trino-server-403/plugin/resource-group-managers/postgresql-42.5.0.jar
protobuf-java | 3.7.1 | CVE-2021-22569 | 5.5 | 3.16.1 | /trino-server-403/plugin/phoenix5/trino-phoenix5-patched-403.jar
protobuf-java | 3.6.1 | CVE-2021-22569 | 5.5 | 3.16.1 | /trino-server-403/plugin/hive/calcite-core-1.21.0.152-shaded.jar
protobuf-java | 3.6.1 | CVE-2021-22569 | 5.5 | 3.16.1 | /trino-server-403/plugin/hudi/calcite-core-1.21.0.152-shaded.jar
protobuf-java | 3.6.1 | CVE-2021-22569 | 5.5 | 3.16.1 | /trino-server-403/plugin/delta-lake/calcite-core-1.21.0.152-shaded.jar
netty-transport-native-epoll | 4.1.50.Final | CVE-2021-21290 | 5.5 | 4.1.59.Final | /trino-server-403/plugin/pinot/netty-transport-native-epoll-4.1.50.Final.jar
netty-handler | 4.1.50.Final | CVE-2021-21290 | 5.5 | 4.1.59.Final | /trino-server-403/plugin/pinot/netty-handler-4.1.50.Final.jar
netty-transport-native-epoll | 4.1.48.Final | CVE-2021-21290 | 5.5 | 4.1.59.Final | /trino-server-403/plugin/kafka/netty-transport-native-epoll-4.1.48.Final.jar
netty-transport-native-epoll | 4.1.48.Final | CVE-2021-21290 | 5.5 | 4.1.59.Final | /trino-server-403/plugin/accumulo/netty-transport-native-epoll-4.1.48.Final.jar
protobuf-java | 3.15.6 | CVE-2021-22569 | 5.5 | 3.16.1 | /trino-server-403/plugin/kudu/kudu-client-1.15.0.jar
snakeyaml | 1.3 | CVE-2022-38750 | 5.5 | 1.31 | /trino-server-403/plugin/hive/calcite-core-1.21.0.152-shaded.jar
snakeyaml | 1.3 | CVE-2022-38750 | 5.5 | 1.31 | /trino-server-403/plugin/hudi/calcite-core-1.21.0.152-shaded.jar
snakeyaml | 1.3 | CVE-2022-38750 | 5.5 | 1.31 | /trino-server-403/plugin/delta-lake/calcite-core-1.21.0.152-shaded.jar
netty-common | 4.1.48.Final | CVE-2021-21290 | 5.5 | 4.1.59.Final | /trino-server-403/plugin/accumulo/netty-common-4.1.48.Final.jar
netty-common | 4.1.48.Final | CVE-2021-21290 | 5.5 | 4.1.59.Final | /trino-server-403/plugin/kafka/netty-common-4.1.48.Final.jar
netty-transport | 4.1.48.Final | CVE-2021-21290 | 5.5 | 4.1.59.Final | /trino-server-403/plugin/accumulo/netty-transport-4.1.48.Final.jar
netty-transport | 4.1.48.Final | CVE-2021-21290 | 5.5 | 4.1.59.Final | /trino-server-403/plugin/kafka/netty-transport-4.1.48.Final.jar
netty-codec-http | 4.1.72.Final | CVE-2022-24823 | 5.5 | 4.1.77.Final | /trino-server-403/plugin/exchange-filesystem/netty-codec-http-4.1.72.Final.jar
jersey-common | 2.3 | CVE-2021-28168 | 5.5 | 2.34 | /trino-server-403/plugin/kafka/jersey-common-2.30.jar
commons-compress | 1.18 | CVE-2018-11771 | 5.5 | 1.19 | /trino-server-403/plugin/phoenix5/trino-phoenix5-patched-403.jar
protobuf-java | 2.5.0 | CVE-2021-22569 | 5.5 | 3.16.1 | /trino-server-403/plugin/iceberg/orc-core-1.7.5-nohive.jar
jetty-server | 9.3.24.v20180605 | CVE-2019-10247 | 5.3 | 9.3.27.v20190418 | /trino-server-403/plugin/phoenix5/trino-phoenix5-patched-403.jar
jetty-server | 9.3.24.v20180605 | CVE-2019-10246 | 5.3 | 9.3.27.v20190418 | /trino-server-403/plugin/phoenix5/trino-phoenix5-patched-403.jar
httpclient | 4.5.12 | CVE-2020-13956 | 5.3 | 4.5.13 | /trino-server-403/plugin/google-sheets/httpclient-4.5.12.jar
httpclient | 4.5.2 | CVE-2020-13956 | 5.3 | 4.5.13 | /trino-server-403/plugin/phoenix5/trino-phoenix5-patched-403.jar
httpclient | 4.5.6 | CVE-2020-13956 | 5.3 | 4.5.13 | /trino-server-403/plugin/hudi/calcite-core-1.21.0.152-shaded.jar
httpclient | 4.5.6 | CVE-2020-13956 | 5.3 | 4.5.13 | /trino-server-403/plugin/delta-lake/calcite-core-1.21.0.152-shaded.jar
httpclient | 4.5.6 | CVE-2020-13956 | 5.3 | 4.5.13 | /trino-server-403/plugin/hive/calcite-core-1.21.0.152-shaded.jar
netty | 3.2.6.Final | CVE-2014-3488 | 0 |   | /trino-server-403/plugin/phoenix5/trino-phoenix5-patched-403.jar
commons-io | 2.5 | CVE-2021-29425 | 4.8 | 2.7 | /trino-server-403/plugin/phoenix5/trino-phoenix5-patched-403.jar
commons-io | 2.4 | CVE-2021-29425 | 4.8 | 2.7 | /trino-server-403/plugin/accumulo/commons-io-2.4.jar
reactor-netty-http | 1.0.14 | CVE-2022-31684 | 4.3 | 1.0.24 | /trino-server-403/plugin/exchange-filesystem/reactor-netty-http-1.0.14.jar
swagger-ui | 3.23.11 | CVE-2018-25031 | 4.3 | 4.1.3 | /trino-server-403/plugin/pinot/swagger-ui-3.23.11.jar
log4j | 1.2.17 | CVE-2020-9488 | 3.7 | 2.13.2 | /trino-server-403/plugin/accumulo/log4j-1.2.17.jar
log4j | 1.2.17 | CVE-2020-9488 | 3.7 | 2.13.2 | /trino-server-403/plugin/phoenix5/trino-phoenix5-patched-403.jar
jetty-server | 9.3.24.v20180605 | CVE-2021-34428 | 3.5 | 9.4.41 | /trino-server-403/plugin/phoenix5/trino-phoenix5-patched-403.jar
guava | 29.0-android | CVE-2020-8908 | 3.3 | 30 | /trino-server-403/plugin/phoenix5/trino-phoenix5-patched-403.jar
guava | 19 | CVE-2020-8908 | 3.3 | 30 | /trino-server-403/plugin/hudi/calcite-core-1.21.0.152-shaded.jar
guava | 19 | CVE-2020-8908 | 3.3 | 30 | /trino-server-403/plugin/hive/calcite-core-1.21.0.152-shaded.jar
guava | 19 | CVE-2020-8908 | 3.3 | 30 | /trino-server-403/plugin/delta-lake/calcite-core-1.21.0.152-shaded.jar
guava | 26.0-jre | CVE-2020-8908 | 3.3 | 30 | /trino-server-403/plugin/hive/rubix-presto-shaded-0.3.18.jar
guava | 26.0-jre | CVE-2020-8908 | 3.3 | 30 | /trino-server-403/plugin/hudi/rubix-presto-shaded-0.3.18.jar
guava | 26.0-jre | CVE-2020-8908 | 3.3 | 30 | /trino-server-403/plugin/iceberg/rubix-presto-shaded-0.3.18.jar
guava | 26.0-jre | CVE-2020-8908 | 3.3 | 30 | /trino-server-403/plugin/delta-lake/rubix-presto-shaded-0.3.18.jar
jetty-http | 9.3.24.v20180605 | CVE-2022-2047 | 2.7 | 9.4.47 | /trino-server-403/plugin/phoenix5/trino-phoenix5-patched-403.jar
h2 | 1.4.200 | CVE-2022-45868 | 0 |   | /trino-server-403/plugin/raptor-legacy/h2-1.4.200.jar
jackson-databind | 2.4.0 | CVE-2020-10650 | 0 | 2.9.10.4 | /trino-server-403/plugin/phoenix5/trino-phoenix5-patched-403.jar



</body>

</html>
