Thread lock starvation with RSemaphore on high concurrency with hundreds of locks (2)
This is a followup to #3573. We have now received the first user feedback from @jebeaudet which exhibits the same behavior as in the previous issue.

We have tried with Maven 3.8.x from the `maven-3.8.x` and Resolver 1.7.1 with Redisson's `RSemaphore`. Several runs observe the same behavior. One thread tries to acquire a lock which is not held by anyone else and after the time is up (30 s) no lock is obtained. @jebeaudet privately provided me log files of those builds and I have distilled the lock workflows from it. Here is a sample:
```
lock_held	start_timestamp	end_timestamp	thread	lock_workflow	lock_type	lock_name
2	5051	5053	BuilderThread 0	acquire => release	write	artifact:com.google.errorprone:error_prone_annotations:2.5.1
1	5055	5056	BuilderThread 0	acquire => release	write	artifact:com.google.errorprone:error_prone_parent:2.5.1
1	5061	5062	BuilderThread 0	acquire => release	write	artifact:com.google.j2objc:j2objc-annotations:1.3
1	5065	5066	BuilderThread 0	acquire => release	write	artifact:joda-time:joda-time:2.10.10
1	5076	5077	BuilderThread 0	acquire => release	write	artifact:org.apache.commons:commons-text:1.9
1	5082	5083	BuilderThread 0	acquire => release	write	artifact:org.apache.commons:commons-parent:51
1	5090	5091	BuilderThread 0	acquire => release	write	artifact:org.apache:apache:23
1	5097	5098	BuilderThread 0	acquire => release	write	artifact:commons-io:commons-io:2.10.0
1	5102	5103	BuilderThread 0	acquire => release	write	artifact:org.apache.commons:commons-parent:52
1	5112	5113	BuilderThread 0	acquire => release	write	artifact:org.junit:junit-bom:5.7.2
1	5119	5120	BuilderThread 0	acquire => release	write	artifact:com.google.truth:truth:1.1.3
1	5125	5126	BuilderThread 0	acquire => release	write	artifact:com.google.truth:truth-parent:1.1.3
1	5134	5135	BuilderThread 0	acquire => release	write	artifact:org.checkerframework:checker-qual:3.13.0
1	5139	5140	BuilderThread 0	acquire => release	write	artifact:com.google.auto.value:auto-value-annotations:1.7.4
1	5142	5143	BuilderThread 0	acquire => release	write	artifact:com.google.auto.value:auto-value-parent:1.7.4
1	5147	5148	BuilderThread 0	acquire => release	write	artifact:com.google.errorprone:error_prone_annotations:2.7.1
1	5151	5152	BuilderThread 0	acquire => release	write	artifact:com.google.errorprone:error_prone_parent:2.7.1
1	5155	5156	BuilderThread 0	acquire => release	write	artifact:org.ow2.asm:asm:9.1
1	5159	5160	BuilderThread 0	acquire => release	write	artifact:org.ow2:ow2:1.5
1	5164	5165	BuilderThread 0	acquire => release	write	artifact:com.google.truth.extensions:truth-java8-extension:1.1.3
1	5168	5169	BuilderThread 0	acquire => release	write	artifact:com.google.truth.extensions:truth-extensions-parent:1.1.3
30006	5207	35213	BuilderThread 0	acquire => acquire_failed	write	artifact:ch.qos.logback:logback-classic:1.2.3

```

The write lock `artifact:ch.qos.logback:logback-classic:1.2.3` is not held by someone, yet it fails. I can provide several SQLite databases which contain raw imported data, prepared data as well as joined by lock workflows/transitions. The thread dump of a hanging build looks always the same:
```
"main" #1 prio=5 os_prio=0 cpu=2355.05ms elapsed=33.20s tid=0x00007f12e8028800 nid=0x3ad03e waiting on condition  [0x00007f12efa2f000]
   java.lang.Thread.State: TIMED_WAITING (parking)
	at jdk.internal.misc.Unsafe.park(java.base@11.0.11/Native Method)
	- parking to wait for  <0x0000000629cb6a28> (a java.util.concurrent.Semaphore$NonfairSync)
	at java.util.concurrent.locks.LockSupport.parkNanos(java.base@11.0.11/LockSupport.java:234)
	at java.util.concurrent.locks.AbstractQueuedSynchronizer.doAcquireSharedNanos(java.base@11.0.11/AbstractQueuedSynchronizer.java:1079)
	at java.util.concurrent.locks.AbstractQueuedSynchronizer.tryAcquireSharedNanos(java.base@11.0.11/AbstractQueuedSynchronizer.java:1369)
	at java.util.concurrent.Semaphore.tryAcquire(java.base@11.0.11/Semaphore.java:415)
	at org.redisson.RedissonSemaphore.tryAcquire(RedissonSemaphore.java:320)
	at org.eclipse.aether.named.redisson.RedissonSemaphoreNamedLockFactory$RedissonSemaphore.tryAcquire(RedissonSemaphoreNamedLockFactory.java:83)
	at org.eclipse.aether.named.support.AdaptedSemaphoreNamedLock.lockExclusively(AdaptedSemaphoreNamedLock.java:107)
	at org.eclipse.aether.internal.impl.synccontext.named.NamedLockFactoryAdapter$AdaptedLockSyncContext.acquire(NamedLockFactoryAdapter.java:135)
	at org.eclipse.aether.internal.impl.DefaultArtifactResolver.resolveArtifacts(DefaultArtifactResolver.java:229)
	at org.eclipse.aether.internal.impl.DefaultArtifactResolver.resolveArtifact(DefaultArtifactResolver.java:209)
	at org.eclipse.aether.internal.impl.DefaultRepositorySystem.resolveArtifact(DefaultRepositorySystem.java:264)
	at org.apache.maven.project.ProjectModelResolver.resolveModel(ProjectModelResolver.java:192)
	at org.apache.maven.model.building.DefaultModelBuilder.importDependencyManagement(DefaultModelBuilder.java:1265)
	at org.apache.maven.model.building.DefaultModelBuilder.build(DefaultModelBuilder.java:474)
	at org.apache.maven.model.building.DefaultModelBuilder.build(DefaultModelBuilder.java:440)
	at org.apache.maven.project.DefaultProjectBuilder.build(DefaultProjectBuilder.java:618)
	at org.apache.maven.project.DefaultProjectBuilder.build(DefaultProjectBuilder.java:387)
	at org.apache.maven.graph.DefaultGraphBuilder.collectProjects(DefaultGraphBuilder.java:414)
	at org.apache.maven.graph.DefaultGraphBuilder.getProjectsForMavenReactor(DefaultGraphBuilder.java:405)
	at org.apache.maven.graph.DefaultGraphBuilder.build(DefaultGraphBuilder.java:82)
	at org.apache.maven.DefaultMaven.buildGraph(DefaultMaven.java:507)
	at org.apache.maven.DefaultMaven.doExecute(DefaultMaven.java:219)
	at org.apache.maven.DefaultMaven.doExecute(DefaultMaven.java:192)
	at org.apache.maven.DefaultMaven.execute(DefaultMaven.java:105)
	at org.apache.maven.cli.MavenCli.execute(MavenCli.java:957)
	at org.apache.maven.cli.MavenCli.doMain(MavenCli.java:289)
	at org.apache.maven.cli.MavenCli.main(MavenCli.java:193)
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(java.base@11.0.11/Native Method)
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke(java.base@11.0.11/NativeMethodAccessorImpl.java:62)
	at jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(java.base@11.0.11/DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(java.base@11.0.11/Method.java:566)
	at org.codehaus.plexus.classworlds.launcher.Launcher.launchEnhanced(Launcher.java:282)
	at org.codehaus.plexus.classworlds.launcher.Launcher.launch(Launcher.java:225)
	at org.codehaus.plexus.classworlds.launcher.Launcher.mainWithExitCode(Launcher.java:406)
	at org.codehaus.plexus.classworlds.launcher.Launcher.main(Launcher.java:347)
```

**Redis version**
6.2.4

**Redisson version**
3.15.6 on Java 11.0.11

**Redisson configuration**
Nothing, but `localhost....`

PS: There is a similar issue with `RReadWriteLock`, but I will report this seperately.
