Thread lock starvation with RSemaphore on high concurrency with hundreds of locks
We (@cstamas and me) are currently trying to integrate Redisson into [Apache Maven Resolver](https://github.com/apache/maven-resolver/pull/77). The purpose is to synchronize access to the Maven local repository across multiple processes. In our tests we experience a constant thread stravation where a write lock cannot be obtained in time, but tens of other threads are given access with `RSemaphore`. I assumed that we are having the same problem as in https://github.com/redisson/redisson/issues/1763, but the fiddling with config options did not work out. The lock is a hot path in dependency resolution.

Env:
* Redis 6.0.12 and 6.2.1 from FreeBSD ports
* Java "1.8.0_282"
* Redisson 3.15.3
* Maven from master, Maven Resolver from master

Config: default as well as
```
singleServerConfig:
  address: "redis://localhost:6379"
  subscriptionConnectionMinimumIdleSize: 25
  subscriptionConnectionPoolSize: 100
  subscriptionsPerConnection: 10
  connectionPoolSize: 100
```

The amount of locks is around 500 accessed by around 100 Maven modules from 48 threads (`T4C` on a 12-core Xeon processor).

Here is a sample condensed overview of semaphore permit acquisition and release:
```
lock_held	start_timestamp	end_timestamp	thread	start_message	end_message
46	98348	98394	mvn-builder-org.example:module048:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
47	98349	98396	mvn-builder-org.example:module036:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
48	98351	98399	mvn-builder-org.example:module029:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
51	98351	98402	mvn-builder-org.example:module043:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
50	98352	98402	mvn-builder-org.example:module042:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
50	98353	98403	mvn-builder-org.example:module030:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
49	98353	98402	mvn-builder-org.example:module038:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
52	98367	98419	mvn-builder-org.example:module028:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
80	98388	98468	mvn-builder-org.example:module026:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
51	98388	98439	mvn-builder-org.example:module039:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
33	98451	98484	mvn-builder-org.example:module047:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
45032	126932	171964	mvn-builder-org.example:module049:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Failed to acquire write lock for 'metadata:org.webjars.bower:datatables.net'
201	126932	127133	mvn-builder-org.example:module056:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Releasing write lock for 'metadata:org.webjars.bower:datatables.net'
212	126937	127149	mvn-builder-org.example:module053:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Releasing write lock for 'metadata:org.webjars.bower:datatables.net'
227	126938	127165	mvn-builder-org.example:module054:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Releasing write lock for 'metadata:org.webjars.bower:datatables.net'
7569	126941	134510	mvn-builder-org.example:module062:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Releasing write lock for 'metadata:org.webjars.bower:datatables.net'
228	126959	127187	mvn-builder-org.example:module063:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Releasing write lock for 'metadata:org.webjars.bower:datatables.net'
242	126974	127216	mvn-builder-org.example:module068:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Releasing write lock for 'metadata:org.webjars.bower:datatables.net'
254	126979	127233	mvn-builder-org.example:module061:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Releasing write lock for 'metadata:org.webjars.bower:datatables.net'
261	126989	127250	mvn-builder-org.example:module058:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Releasing write lock for 'metadata:org.webjars.bower:datatables.net'
286	126999	127285	mvn-builder-org.example:module052:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Releasing write lock for 'metadata:org.webjars.bower:datatables.net'
263	127004	127267	mvn-builder-org.example:module060:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Releasing write lock for 'metadata:org.webjars.bower:datatables.net'
354	127017	127371	mvn-builder-org.example:module067:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Releasing write lock for 'metadata:org.webjars.bower:datatables.net'
280	127023	127303	mvn-builder-org.example:module050:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Releasing write lock for 'metadata:org.webjars.bower:datatables.net'
297	127023	127320	mvn-builder-org.example:module055:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Releasing write lock for 'metadata:org.webjars.bower:datatables.net'
305	127032	127337	mvn-builder-org.example:module057:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Releasing write lock for 'metadata:org.webjars.bower:datatables.net'
315	127039	127354	mvn-builder-org.example:module070:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Releasing write lock for 'metadata:org.webjars.bower:datatables.net'
374	127049	127423	mvn-builder-org.example:module066:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Releasing write lock for 'metadata:org.webjars.bower:datatables.net'
328	127060	127388	mvn-builder-org.example:module069:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Releasing write lock for 'metadata:org.webjars.bower:datatables.net'
339	127067	127406	mvn-builder-org.example:module065:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Releasing write lock for 'metadata:org.webjars.bower:datatables.net'
363	127077	127440	mvn-builder-org.example:module071:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Releasing write lock for 'metadata:org.webjars.bower:datatables.net'
368	127089	127457	mvn-builder-org.example:module051:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Releasing write lock for 'metadata:org.webjars.bower:datatables.net'
383	127096	127479	mvn-builder-org.example:module072:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Releasing write lock for 'metadata:org.webjars.bower:datatables.net'
397	127103	127500	mvn-builder-org.example:module064:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Releasing write lock for 'metadata:org.webjars.bower:datatables.net'
438	127136	127574	mvn-builder-org.example:module056:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
392	127154	127546	mvn-builder-org.example:module053:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
2	127169	127171	mvn-builder-org.example:module054:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
371	127175	127546	mvn-builder-org.example:module054:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
2	127191	127193	mvn-builder-org.example:module063:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
347	127202	127549	mvn-builder-org.example:module063:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
326	127220	127546	mvn-builder-org.example:module068:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
318	127236	127554	mvn-builder-org.example:module061:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
315	127254	127569	mvn-builder-org.example:module058:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
271	127274	127545	mvn-builder-org.example:module060:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
259	127291	127550	mvn-builder-org.example:module052:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
245	127307	127552	mvn-builder-org.example:module050:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
219	127325	127544	mvn-builder-org.example:module055:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
202	127342	127544	mvn-builder-org.example:module057:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
186	127358	127544	mvn-builder-org.example:module070:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
167	127376	127543	mvn-builder-org.example:module067:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
151	127392	127543	mvn-builder-org.example:module069:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
133	127410	127543	mvn-builder-org.example:module065:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
116	127427	127543	mvn-builder-org.example:module066:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
98	127444	127542	mvn-builder-org.example:module071:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
78	127463	127541	mvn-builder-org.example:module051:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
54	127487	127541	mvn-builder-org.example:module072:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
127	127554	127681	mvn-builder-org.example:module064:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
38	127610	127648	mvn-builder-org.example:module057:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
40	127615	127655	mvn-builder-org.example:module055:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
40	127615	127655	mvn-builder-org.example:module060:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
40	127615	127655	mvn-builder-org.example:module068:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
42	127616	127658	mvn-builder-org.example:module065:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
39	127616	127655	mvn-builder-org.example:module067:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
42	127616	127658	mvn-builder-org.example:module069:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
48	127616	127664	mvn-builder-org.example:module070:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
46	127617	127663	mvn-builder-org.example:module066:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
42	127617	127659	mvn-builder-org.example:module071:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
52	127617	127669	mvn-builder-org.example:module072:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
43	127619	127662	mvn-builder-org.example:module050:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
42	127619	127661	mvn-builder-org.example:module051:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
57	127619	127676	mvn-builder-org.example:module061:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
62	127620	127682	mvn-builder-org.example:module052:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
43	127620	127663	mvn-builder-org.example:module053:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
68	127626	127694	mvn-builder-org.example:module058:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
42	127694	127736	mvn-builder-org.example:module056:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
36	127791	127827	mvn-builder-org.example:module064:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
45101	129487	174588	mvn-builder-org.example:module059:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Failed to acquire write lock for 'metadata:org.webjars.bower:datatables.net'
3	134512	134515	mvn-builder-org.example:module062:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
5	134517	134522	mvn-builder-org.example:module062:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
40	136548	136588	mvn-builder-org.example:module075:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Releasing write lock for 'metadata:org.webjars.bower:datatables.net'
45009	136550	181559	mvn-builder-org.example:module076:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Failed to acquire write lock for 'metadata:org.webjars.bower:datatables.net'
45003	136556	181559	mvn-builder-org.example:module077:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Failed to acquire write lock for 'metadata:org.webjars.bower:datatables.net'
45001	136558	181559	mvn-builder-org.example:module073:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Failed to acquire write lock for 'metadata:org.webjars.bower:datatables.net'
45002	136573	181575	mvn-builder-org.example:module093:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Failed to acquire write lock for 'metadata:org.webjars.bower:datatables.net'
45002	136578	181580	mvn-builder-org.example:module074:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Failed to acquire write lock for 'metadata:org.webjars.bower:datatables.net'
2	136591	136593	mvn-builder-org.example:module075:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
2	136596	136598	mvn-builder-org.example:module075:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
9	136774	136783	mvn-builder-org.example:module095:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Releasing write lock for 'metadata:org.webjars.bower:datatables.net'
2	136785	136787	mvn-builder-org.example:module095:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
2	136789	136791	mvn-builder-org.example:module095:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
8	136945	136953	mvn-builder-org.example:module096:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Releasing write lock for 'metadata:org.webjars.bower:datatables.net'
2	136955	136957	mvn-builder-org.example:module096:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
2	136959	136961	mvn-builder-org.example:module096:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
8	137114	137122	mvn-builder-org.example:module097:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Releasing write lock for 'metadata:org.webjars.bower:datatables.net'
2	137124	137126	mvn-builder-org.example:module097:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
2	137129	137131	mvn-builder-org.example:module097:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
9	137284	137293	mvn-builder-org.example:module098:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Releasing write lock for 'metadata:org.webjars.bower:datatables.net'
2	137295	137297	mvn-builder-org.example:module098:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
2	137299	137301	mvn-builder-org.example:module098:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
7	137452	137459	mvn-builder-org.example:module099:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Releasing write lock for 'metadata:org.webjars.bower:datatables.net'
1	137462	137463	mvn-builder-org.example:module099:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
2	137465	137467	mvn-builder-org.example:module099:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
9	140619	140628	mvn-builder-org.example:module100:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Releasing write lock for 'metadata:org.webjars.bower:datatables.net'
3	140630	140633	mvn-builder-org.example:module100:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
2	140635	140637	mvn-builder-org.example:module100:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
45016	181404	226420	mvn-builder-org.example:module086:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Failed to acquire write lock for 'metadata:org.webjars.bower:datatables.net'
45016	181404	226420	mvn-builder-org.example:module089:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Failed to acquire write lock for 'metadata:org.webjars.bower:datatables.net'
45014	181406	226420	mvn-builder-org.example:module081:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Failed to acquire write lock for 'metadata:org.webjars.bower:datatables.net'
45014	181406	226420	mvn-builder-org.example:module092:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Failed to acquire write lock for 'metadata:org.webjars.bower:datatables.net'
45020	181407	226427	mvn-builder-org.example:module079:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Failed to acquire write lock for 'metadata:org.webjars.bower:datatables.net'
45013	181407	226420	mvn-builder-org.example:module085:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Failed to acquire write lock for 'metadata:org.webjars.bower:datatables.net'
45013	181407	226420	mvn-builder-org.example:module088:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Failed to acquire write lock for 'metadata:org.webjars.bower:datatables.net'
92	181408	181500	mvn-builder-org.example:module082:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Releasing write lock for 'metadata:org.webjars.bower:datatables.net'
45019	181408	226427	mvn-builder-org.example:module083:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Failed to acquire write lock for 'metadata:org.webjars.bower:datatables.net'
45015	181412	226427	mvn-builder-org.example:module087:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Failed to acquire write lock for 'metadata:org.webjars.bower:datatables.net'
45013	181414	226427	mvn-builder-org.example:module090:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Failed to acquire write lock for 'metadata:org.webjars.bower:datatables.net'
45002	181425	226427	mvn-builder-org.example:module084:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Failed to acquire write lock for 'metadata:org.webjars.bower:datatables.net'
45003	181464	226467	mvn-builder-org.example:module080:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Failed to acquire write lock for 'metadata:org.webjars.bower:datatables.net'
45002	181465	226467	mvn-builder-org.example:module091:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Failed to acquire write lock for 'metadata:org.webjars.bower:datatables.net'
45004	181494	226498	mvn-builder-org.example:module078:jar:1.0.0-snapshot	Acquiring write lock for 'metadata:org.webjars.bower:datatables.net'	Failed to acquire write lock for 'metadata:org.webjars.bower:datatables.net'
2	181503	181505	mvn-builder-org.example:module082:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
3	181508	181511	mvn-builder-org.example:module082:jar:1.0.0-snapshot	Acquiring read lock for 'metadata:org.webjars.bower:datatables.net'	Releasing read lock for 'metadata:org.webjars.bower:datatables.net'
```

I can provide full debug output, actual source code (see PR), pre-compiled Maven distro and the sample project which almost always fails for me. Help would be very appreciated because I am at my wit's end.

Note: The following lock types work flawlessly with the same project: `rwlock-redisson` (`RReadWriteLock`), semaphore-local (`Semaphore`) and `rwlock-local` (`ReentrantReadWriteLock`).
